,Open,High,Low,Close,Date
0,4654.781959646072,4740.11962890625,4391.0109819327945,4740.11962890625,2000-01-04
1,4499.623113379256,4701.330356392809,4282.3999285954305,4328.94775390625,2000-01-05
2,4460.833110334186,4484.107022214191,4328.947609680828,4359.9794921875,2000-01-06
3,4313.4329380076715,4398.770640018614,4158.273479805956,4297.9169921875,2000-01-07
4,4344.463618392548,4476.34912109375,4328.947676898289,4476.34912109375,2000-01-10
5,4515.138974829398,4732.362155749025,4476.34912109375,4476.34912109375,2000-01-11
6,4352.221407376803,4453.075022877513,4344.463436953672,4437.55908203125,2000-01-12
7,4344.4635918345,4453.075181630363,4313.431709035683,4429.80126953125,2000-01-13
8,4437.559772995283,4561.687319093054,4406.527886470841,4522.8974609375,2000-01-14
9,4654.782114497951,4794.42557793289,4592.718352971312,4732.36181640625,2000-01-17
10,4778.90963755123,4778.90963755123,4639.266174116291,4732.36181640625,2000-01-18
11,4654.782862311242,4685.814748059984,4623.7509765625,4623.7509765625,2000-01-19
12,4546.173344694225,4685.81689453125,4515.141444730442,4685.81689453125,2000-01-20
13,4615.993797665551,4639.267715973108,4561.68798828125,4561.68798828125,2000-01-21
14,4499.623166803728,4577.202876576206,4422.04345703125,4422.04345703125,2000-01-24
15,4282.400196748622,4375.495853199678,4220.33642578125,4220.33642578125,2000-01-25
16,4266.884106267107,4282.400048471715,4197.062366346373,4251.3681640625,2000-01-26
17,4251.366564764493,4359.978119338768,4212.576723845109,4282.3984375,2000-01-27
18,4375.497100515464,4561.688466494846,4297.917364690722,4515.140625,2000-01-28
19,4375.49557921707,4445.3173171833005,4313.431812135977,4328.94775390625,2000-01-31
20,4344.46443256579,4406.528210173872,4080.6933777314384,4127.2412109375,2000-02-01
21,4049.661629464286,4166.0312165178575,3964.323932291667,4072.935546875,2000-02-02
22,4072.9350129066156,4235.85241342288,3855.7118122182624,3979.83935546875,2000-02-03
23,3979.83935546875,3979.83935546875,3979.83935546875,3979.83935546875,2000-02-04
24,3987.5958512866773,4134.997254349803,3910.016165463979,4065.175537109375,2000-02-07
25,4142.757348497928,4251.368964376151,4119.483430809738,4212.5791015625,2000-02-08
26,4313.431555261145,4437.55908203125,4251.367791876093,4437.55908203125,2000-02-09
27,4391.011118570963,4561.686462402344,4344.463297526041,4468.5908203125,2000-02-10
28,4623.750702439693,4623.750702439693,4406.527515076754,4422.04345703125,2000-02-11
29,4344.46343517658,4391.011257696329,4142.756204257667,4173.7880859375,2000-02-14
30,4173.787490609976,4204.819367863582,3987.5962270883415,4034.14404296875,2000-02-15
31,4018.629077148438,4034.14501953125,3708.310229492188,3878.985595703125,2000-02-16
32,3832.4372462475394,3956.5647683932084,3809.1633358452264,3941.048828125,2000-02-17
33,4166.0304061025945,4367.737651090802,4003.1130159198115,4111.724609375,2000-02-18
34,4034.145132211538,4080.692960660133,3902.2596182738534,3933.29150390625,2000-02-21
35,3878.98588180542,4065.17720413208,3878.98588180542,3972.08154296875,2000-02-22
36,4049.6594494771402,4080.69132265321,3956.56382994893,3987.595703125,2000-02-23
37,3972.0813609467455,4065.1770178439347,3925.5335324981506,3933.29150390625,2000-02-24
38,3941.0496559143066,3995.3554582595825,3863.4699382781982,3972.08154296875,2000-02-25
39,3878.985850016276,3917.775708516439,3723.826416015625,3723.826416015625,2000-02-28
