,Open,High,Low,Close,Date
0,705.989990234375,709.47998046875,704.4299926757812,704.6799926757812,1996-12-11
1,705.1099853515625,706.010009765625,688.739990234375,689.3800048828125,1996-12-12
2,690.4400024414062,695.719970703125,677.6400146484375,689.0700073242188,1996-12-13
3,686.969970703125,686.969970703125,667.7100219726562,673.9199829101562,1996-12-16
4,675.3499755859375,680.0900268554688,660.3900146484375,663.3499755859375,1996-12-17
5,662.0700073242188,671.4299926757812,655.469970703125,661.3900146484375,1996-12-18
6,668.1300048828125,690.969970703125,668.1300048828125,690.969970703125,1996-12-19
7,695.3300170898438,703.510009765625,692.469970703125,700.8699951171875,1996-12-20
8,691.97998046875,697.1199951171875,684.8099975585938,684.8099975585938,1996-12-23
9,683.1099853515625,687.0599975585938,677.5599975585938,677.760009765625,1996-12-24
10,676.2100219726562,676.2100219726562,655.239990234375,659.010009765625,1996-12-26
11,654.8200073242188,657.0399780273438,643.5700073242188,651.219970703125,1996-12-27
12,647.6699829101562,655.7000122070312,635.4099731445312,653.7899780273438,1997-01-03
13,637.97998046875,637.97998046875,625.010009765625,626.8699951171875,1997-01-06
14,622.4500122070312,627.6099853515625,609.1199951171875,611.0499877929688,1997-01-07
15,608.530029296875,623.3900146484375,600.5599975585938,621.4099731445312,1997-01-08
16,619.0999755859375,640.8099975585938,612.4099731445312,639.8699951171875,1997-01-09
17,637.989990234375,653.5900268554688,636.8099975585938,648.6900024414062,1997-01-10
18,659.8099975585938,664.9500122070312,655.739990234375,659.5399780273438,1997-01-13
19,656.6699829101562,687.6599731445312,656.6699829101562,686.5900268554688,1997-01-14
20,690.1799926757812,699.760009765625,686.02001953125,699.760009765625,1997-01-15
21,701.6400146484375,711.9600219726562,694.3900146484375,711.8599853515625,1997-01-16
22,713.0700073242188,720.4099731445312,695.77001953125,701.1799926757812,1997-01-17
23,697.5599975585938,720.6900024414062,697.5599975585938,718.4600219726562,1997-01-20
24,721.0399780273438,721.7899780273438,690.5399780273438,690.5399780273438,1997-01-21
25,686.7100219726562,686.8900146484375,671.9099731445312,678.9400024414062,1997-01-22
26,679.3400268554688,685.1400146484375,672.72998046875,676.9099731445312,1997-01-23
27,669.030029296875,679.5599975585938,658.1799926757812,679.5599975585938,1997-01-24
28,684.3099975585938,685.4600219726562,664.6799926757812,664.7000122070312,1997-01-27
29,661.6599731445312,677.6300048828125,653.4199829101562,662.8499755859375,1997-01-28
30,663.3300170898438,672.9000244140625,654.9500122070312,663.5599975585938,1997-01-29
31,663.6500244140625,679.0399780273438,662.27001953125,676.52001953125,1997-01-30
32,678.1900024414062,687.989990234375,678.1699829101562,685.8400268554688,1997-01-31
33,682.260009765625,696.2100219726562,681.010009765625,687.25,1997-02-03
34,687.8400268554688,696.239990234375,687.8400268554688,695.9500122070312,1997-02-04
35,698.1799926757812,708.2000122070312,697.9500122070312,698.5999755859375,1997-02-05
36,698.5399780273438,704.4400024414062,693.8200073242188,700.219970703125,1997-02-06
37,701.4299926757812,709.7999877929688,701.4299926757812,709.7899780273438,1997-02-10
38,711.1099853515625,713.8800048828125,707.8599853515625,713.4299926757812,1997-02-11
39,714.8200073242188,715.8699951171875,708.719970703125,712.5,1997-02-12
40,713.6400146484375,726.1300048828125,713.6400146484375,716.7100219726562,1997-02-13
41,717.2899780273438,723.02001953125,715.0,721.0,1997-02-14
42,720.4199829101562,721.5,712.9299926757812,712.9299926757812,1997-02-17
43,712.6199951171875,715.1799926757812,703.989990234375,706.9400024414062,1997-02-18
